state,county,VEP
Indiana,Starke,17403.265221938786
Indiana,Steuben,26372.41909995616
Indiana,Sullivan,15905.529669505264
Indiana,Switzerland,7044.726698930262
Indiana,Tippecanoe,140961.65400976423
Indiana,Tipton,11575.32880216226
Indiana,Union,5261.251585277031
Indiana,Vanderburgh,135379.185132512
Indiana,Vermillion,11648.201978849165
Indiana,Vigo,80989.90616920438
Indiana,Wabash,23287.77423940646
Indiana,Warren,6255.586904018106
Indiana,Warrick,46435.55527096702
Indiana,Washington,20766.937640592296
Indiana,Wayne,49556.63671986017
Indiana,Wells,20470.650645904745
Indiana,White,18207.74673825871
Indiana,Whitley,25285.074595180482
Iowa,Adair,5550.370778397561
Iowa,Adams,2750.44942069718
Iowa,Allamakee,10257.815860932893
Iowa,Appanoose,9140.891744745246
Iowa,Audubon,4221.288163138494
Iowa,Benton,18512.018273236157
Iowa,Black Hawk,97542.48625244545
Iowa,Boone,19534.75543243694
Iowa,Bremer,18204.721433773968
Iowa,Buchanan,14413.458569201757
Iowa,Buena Vista,14581.85343169342
Iowa,Butler,10586.043135281052
Iowa,Calhoun,7426.498850903558
Iowa,Carroll,15011.878730259705
Iowa,Cass,9737.409138995377
Iowa,Cedar,13588.609158013775
Iowa,Cerro Gordo,32756.13059654234
Iowa,Cherokee,8688.033244485177
Iowa,Chickasaw,8736.553798084471
Iowa,Clarke,6975.543117451306
Iowa,Clay,12086.374763243506
Iowa,Clayton,12690.5032247249
Iowa,Clinton,34142.29621603587
Iowa,Crawford,11510.787803879344
Iowa,Dallas,68547.17425155027
Iowa,Davis,6073.631650546799
Iowa,Decatur,5587.474731149961
Iowa,Delaware,12709.530892803054
Iowa,Des Moines,28962.01358175841
Iowa,Dickinson,13635.226944805252
Iowa,Dubuque,73176.60589496516
Iowa,Emmet,6973.64035064349
Iowa,Fayette,14565.679913826989
Iowa,Floyd,11387.107961371341
Iowa,Franklin,7295.207941164295
Iowa,Fremont,4872.034411411366
Iowa,Greene,6486.532047842745
Iowa,Grundy,8936.344312905088
Iowa,Guthrie,7831.788180968241
Iowa,Hamilton,11001.79768278872
Iowa,Hancock,7996.377509844275
Iowa,Hardin,12430.775555458096
Iowa,Harrison,10625.049854841269
Iowa,Henry,15381.015490975895
Iowa,Howard,6748.162483917364
Iowa,Humboldt,6912.751812793397
Iowa,Ida,5136.518997697708
Iowa,Iowa,12142.50638407406
Iowa,Jackson,14512.402443208159
Iowa,Jasper,28014.435711466333
Iowa,Jefferson,12105.40243132166
Iowa,Johnson,116148.69148266847
Iowa,Jones,15449.51509605725
Iowa,Keokuk,7281.888573509587
Iowa,Kossuth,11086.470805736506
Iowa,Lee,25114.61909635564
Iowa,Linn,168310.1893687163
Iowa,Louisa,7964.98185751532
Iowa,Lucas,6292.449833445572
Iowa,Lyon,8074.390948964707
Iowa,Madison,11721.994919546854
Iowa,Mahaska,16109.775178369198
Iowa,Marion,24374.442808115447
Iowa,Marshall,28557.675635097632
Iowa,Mills,10393.863687691695
Iowa,Mitchell,7691.934820593809
Iowa,Monona,6490.337581458375
Iowa,Monroe,5514.218209049068
Iowa,Montgomery,7670.053002303932
Iowa,Muscatine,31173.979995843827
Iowa,O'Brien,10354.85696813148
Iowa,Osceola,4549.515437486653
Iowa,Page,11436.579898374543
Iowa,Palo Alto,6632.093708640624
Iowa,Plymouth,18280.832106086586
Iowa,Pocahontas,5206.921369586878
Iowa,Polk,353586.39897931874
Iowa,Pottawattamie,68318.84223461241
Iowa,Poweshiek,14305.952244560185
Iowa,Ringgold,3446.8620723576214
Iowa,Sac,7243.8332373532785
Iowa,Scott,127229.45398798153
Iowa,Shelby,8665.200042791392
Iowa,Sioux,24603.726208457203
Iowa,Story,78042.93200595309
Iowa,Tama,12358.47041676111
Iowa,Taylor,4296.447452047203
Iowa,Union,8905.900043980042
Iowa,Van Buren,5218.337970433771
Iowa,Wapello,25630.26890127362
Iowa,Warren,37180.063424713175
Iowa,Washington,16242.968854916277
Iowa,Wayne,4559.02927152573
Iowa,Webster,27784.200927720667
Iowa,Winnebago,8061.071581309999
Iowa,Winneshiek,15418.119443728296
Iowa,Woodbury,74573.23673190168
Iowa,Worth,5479.96840650839
Iowa,Wright,9259.814670233709
Kansas,Allen,9193.304267919135
Kansas,Anderson,5476.162752705739
Kansas,Atchison,11973.17765979171
Kansas,Barber,3091.6700020420667
Kansas,Barton,18160.274249540536
Kansas,Bourbon,10052.623238717582
Kansas,Brown,6723.349193383705
Kansas,Butler,47023.06105779049
Kansas,Chase,1920.554421074127
Kansas,Chautauqua,2480.2856851133347
Kansas,Cherokee,13956.65489074944
Kansas,Cheyenne,1915.8586889932612
Kansas,Clark,1424.6851133346947
Kansas,Clay,5879.056565244027
Kansas,Cloud,6569.329181131306
Kansas,Coffey,6033.076577496427
Kansas,Comanche,1214.3163161119053
Kansas,Cowley,24785.95221564223
Kansas,Crawford,28322.77761895038
Kansas,Decatur,2066.122115580968
Kansas,Dickinson,13241.025321625486
Kansas,Doniphan,5499.641413110067
Kansas,Douglas,90454.82622013478
Kansas,Edwards,2124.3491933837045
Kansas,Elk,1805.9785583010007
Kansas,Ellis,21555.288544006537
Kansas,Ellsworth,4861.960996528487
Kansas,Finney,25522.243005921995
Kansas,Ford,22233.352256483562
Kansas,Franklin,18714.370635082705
Kansas,Geary,24383.058403103943
Kansas,Gove,1895.1974678374515
Kansas,Graham,1791.8913620584033
Kansas,Grant,4842.23892178885
Kansas,Gray,3803.5429855013276
Kansas,Greeley,897.823973861548
Kansas,Greenwood,4441.223402082908
Kansas,Hamilton,1682.9503777823159
Kansas,Harper,3913.423116193588
Kansas,Harvey,24334.22278946294
Kansas,Haskell,2479.3465386971616
Kansas,Hodgeman,1216.1946089442517
Kansas,Jackson,9244.018174392486
Kansas,Jefferson,13220.364100469676
Kansas,Jewell,2166.610782111497
Kansas,Johnson,433883.765979171
Kansas,Kearny,2660.601797018583
Kansas,Kingman,5441.414335307331
Kansas,Kiowa,1782.4998978966714
Kansas,Labette,14183.928323463346
Kansas,Lane,1161.724116806208
Kansas,Leavenworth,58388.610986318155
Kansas,Lincoln,2123.4100469675313
Kansas,Linn,6966.588115172555
Kansas,Logan,1941.2156422299367
Kansas,Lyon,23566.001021033288
Kansas,McPherson,22148.82907902798
Kansas,Marion,8674.895446191545
Kansas,Marshall,7174.139473146825
Kansas,Meade,2803.3520522769045
Kansas,Miami,24173.628752297325
Kansas,Mitchell,4188.593016132326
Kansas,Montgomery,22599.619358791097
Kansas,Morris,3972.5893404124977
Kansas,Morton,1918.6761282417808
Kansas,Nemaha,7130.938738002859
Kansas,Neosho,11249.095772922197
Kansas,Ness,2019.1647947723097
Kansas,Norton,4132.244231161936
Kansas,Osage,11375.880539105576
Kansas,Osborne,2585.4700837247296
Kansas,Ottawa,4142.574841739841
Kansas,Pawnee,4671.314274045334
Kansas,Phillips,3634.4966305901576
Kansas,Pottawatomie,16806.025117418827
Kansas,Pratt,6557.120277721054
Kansas,Rawlins,1862.3273432713906
Kansas,Reno,45213.325913824796
Kansas,Republic,3455.1196651010823
Kansas,Rice,6801.298345926078
Kansas,Riley,56052.95384929549
Kansas,Rooks,3599.7482131917504
Kansas,Rush,2226.7161527465796
Kansas,Russell,4862.90014294466
Kansas,Saline,39197.15397181948
Kansas,Scott,3570.634674290382
Kansas,Sedgwick,368969.02654686547
Kansas,Seward,14328.556871554014
Kansas,Shawnee,128789.8437819073
Kansas,Sheridan,1727.0902593424546
Kansas,Sherman,4209.254237288136
Kansas,Smith,2685.9587502552586
Kansas,Stafford,2924.501939963243
Kansas,Stanton,1395.5715744333265
Kansas,Stevens,3528.3730855625895
Kansas,Sumner,15890.35736164999
Kansas,Thomas,5683.714110680008
Kansas,Trego,2089.6007759852973
Kansas,Wabaunsee,4879.804778435777
Kansas,Wallace,1055.60057177864
Kansas,Washington,3972.5893404124977
Kansas,Wichita,1478.2164590565653
Kansas,Wilson,6203.06207882377
Kansas,Woodson,2302.787012456606
Kansas,Wyandotte,116052.20093935063
Kentucky,Adair,14147.66062121884
Kentucky,Allen,14890.22002398788
Kentucky,Anderson,17391.12201254463
Kentucky,Ballard,5823.379316331044
Kentucky,Barren,32179.47811846035
Kentucky,Bath,9046.848723736131
Kentucky,Bell,18083.22545589475
Kentucky,Boone,95330.34732702987
Kentucky,Bourbon,14755.988131948861
Kentucky,Boyd,36159.786917149264
Kentucky,Boyle,23158.33337405084
Kentucky,Bracken,6054.71513027063
Kentucky,Breathitt,10160.68782788969
Kentucky,Breckinridge,14956.85997039023
Kentucky,Bullitt,59983.56775598928
Kentucky,Butler,8926.896820211901
Kentucky,Caldwell,9427.648417463843
Kentucky,Calloway,28842.72080217127
Kentucky,Campbell,70008.1196933713
Kentucky,Carlisle,3541.4371516677265
Kentucky,Carroll,7715.001794923456
Kentucky,Carter,19776.83209374875
Kentucky,Casey,11484.91876282781
Kentucky,Christian,51101.41489979038
Kentucky,Clark,27316.66602955746
Kentucky,Clay,15215.803762125073
Kentucky,Clinton,6757.290565198259
Kentucky,Crittenden,6624.01067239356
Kentucky,Cumberland,4425.844440350339
Kentucky,Daviess,74733.84389253223
Kentucky,Edmonson,9046.848723736131
Kentucky,Elliott,5619.651480186718
Kentucky,Estill,10551.959513194914
Kentucky,Fayette,242279.99713731982
Kentucky,Fleming,10918.479218407838
Kentucky,Floyd,26693.10653107833
Kentucky,Franklin,38705.43286971902
Kentucky,Fulton,4939.924026882751
Kentucky,Gallatin,6185.139025372371
Kentucky,Garrard,12395.982030071362
Kentucky,Grant,17513.92991377182
Kentucky,Graves,26435.114738577806
Kentucky,Grayson,19411.26438777015
Kentucky,Green,8229.081381455868
Kentucky,Greenup,26649.314566299643
Kentucky,Hancock,6599.258692301259
Kentucky,Hardin,80058.37561007997
Kentucky,Harlan,19885.36000646115
Kentucky,Harrison,13782.092915240237
Kentucky,Hart,13685.94099257399
Kentucky,Henderson,32843.973584015206
Kentucky,Henry,11521.094733731943
Kentucky,Hickman,3360.5572971470633
Kentucky,Hopkins,33497.04505875823
Kentucky,Jackson,9514.280347786898
Kentucky,Jefferson,584885.4815841428
Kentucky,Jessamine,37798.177599412746
Kentucky,Johnson,16898.938408401562
Kentucky,Kenton,122753.6372708311
Kentucky,Knott,10689.04740293689
Kentucky,Knox,22070.1982492239
Kentucky,Larue,10793.767318712013
Kentucky,Laurel,45678.827261107755
Kentucky,Lawrence,11925.694408317637
Kentucky,Lee,5724.371395961839
Kentucky,Leslie,7847.329688493836
Kentucky,Letcher,16138.291020180457
Kentucky,Lewis,9470.48838300821
Kentucky,Lincoln,17684.33777671497
Kentucky,Livingston,6786.802541462157
Kentucky,Logan,19971.039937549886
Kentucky,Lyon,7156.178244378038
Kentucky,McCracken,50511.17537451243
Kentucky,McCreary,12402.646024711597
Kentucky,McLean,6750.6265705580245
Kentucky,Madison,69824.38384114769
Kentucky,Magoffin,8715.55299019302
Kentucky,Marion,14185.740590591611
Kentucky,Marshall,23918.980762271945
Kentucky,Martin,8627.969060635647
Kentucky,Mason,12609.229858558881
Kentucky,Meade,21272.42289086434
Kentucky,Menifee,4492.484386752689
Kentucky,Mercer,16787.554497986206
Kentucky,Metcalfe,7489.377976389786
Kentucky,Monroe,8253.83336154817
Kentucky,Montgomery,20478.45552944206
Kentucky,Morgan,10370.127659439931
Kentucky,Muhlenberg,23095.501424585767
Kentucky,Nelson,34033.02062767999
Kentucky,Nicholas,5413.067646339434
Kentucky,Ohio,17089.33825526542
Kentucky,Oldham,47152.52207583401
Kentucky,Owen,8123.409466446427
Kentucky,Owsley,3033.06956054123
Kentucky,Pendleton,10656.679428970036
Kentucky,Perry,21183.886962072647
Kentucky,Pike,44356.50032463828
Kentucky,Powell,9564.73630720582
Kentucky,Pulaski,48204.48122975681
Kentucky,Robertson,1644.1026776693989
Kentucky,Rockcastle,11949.49438917562
Kentucky,Rowan,18863.86482803656
Kentucky,Russell,13210.893374648667
Kentucky,Scott,40570.39936975049
Kentucky,Shelby,34615.644159083386
Kentucky,Simpson,14289.508507132414
Kentucky,Spencer,14087.684669456725
Kentucky,Taylor,19244.664521764273
Kentucky,Todd,8483.265177019117
Kentucky,Trigg,10448.191596654113
Kentucky,Trimble,6312.7069227711545
Kentucky,Union,9958.863990214002
Kentucky,Warren,97957.8652137511
Kentucky,Washington,8819.320906733823
Kentucky,Wayne,14390.420425970256
Kentucky,Webster,9478.104376882766
Kentucky,Whitley,26453.20272402987
Kentucky,Wolfe,4784.748151688708
Kentucky,Woodford,19893.927999570024
Louisiana,Acadia Parish,40726.053022351625
Louisiana,Allen Parish,16606.04029577293
Louisiana,Ascension Parish,87209.68860527649
Louisiana,Assumption Parish,15758.193349775156
Louisiana,Avoyelles Parish,28999.400352035675
Louisiana,Beauregard Parish,26069.87102744158
Louisiana,Bienville Parish,9552.977949704211
Louisiana,Bossier Parish,90926.36889763137
Louisiana,Caddo Parish,172990.17659800415
Louisiana,Calcasieu Parish,154742.499765853
Louisiana,Caldwell Parish,7091.9457071267825
Louisiana,Cameron Parish,4133.016768074153
Louisiana,Catahoula Parish,6592.152261331676
Louisiana,Claiborne Parish,10912.947212076477
Louisiana,Concordia Parish,13483.042540548471
Louisiana,De Soto Parish,19384.77804943453
Louisiana,East Baton Rouge Parish,337253.40957512293
Louisiana,East Carroll Parish,5596.358868381271
Louisiana,East Feliciana Parish,15347.547122015609
Louisiana,Evangeline Parish,23147.928700127108
Louisiana,Franklin Parish,14252.174389770165
Louisiana,Grant Parish,16622.162664992127
Louisiana,Iberia Parish,50065.64667356646
Louisiana,Iberville Parish,22842.552059622318
Louisiana,Jackson Parish,11174.69861822344
Louisiana,Jefferson Parish,326861.1200513606
Louisiana,Jefferson Davis Parish,22797.978450604536
Louisiana,Lafayette Parish,174382.39059881482
Louisiana,Lafourche Parish,70766.76875101544
Louisiana,LaSalle Parish,10966.056193033832
Louisiana,Lincoln Parish,36659.42248047416
Louisiana,Livingston Parish,99713.06012209375
Louisiana,Madison Parish,7051.165596748814
Louisiana,Morehouse Parish,19026.29242797239
Louisiana,Natchitoches Parish,27833.847894953724
Louisiana,Orleans Parish,290388.52737889707
Louisiana,Ouachita Parish,113994.63412632245
Louisiana,Plaquemines Parish,16439.126355621243
Louisiana,Pointe Coupee Parish,15411.088224232444
Louisiana,Rapides Parish,93691.82940605364
Louisiana,Red River Parish,5419.012806970104
Louisiana,Richland Parish,14588.847394053397
Louisiana,Sabine Parish,16183.065197433996
Louisiana,St. Bernard Parish,30134.604819999135
Louisiana,St. Charles Parish,37499.68242919231
Louisiana,St. Helena Parish,8026.094747180257
Louisiana,St. James Parish,14704.549102567635
Louisiana,St. John the Baptist Parish,30825.021572444748
Louisiana,St. Landry Parish,58619.98610634041
Louisiana,St. Martin Parish,37369.755100778784
Louisiana,St. Mary Parish,35583.96561608773
Louisiana,St. Tammany Parish,191787.91073292794
Louisiana,Tangipahoa Parish,96251.49261326615
Louisiana,Tensas Parish,3067.9920249471975
Louisiana,Terrebonne Parish,78245.65131940294
Louisiana,Union Parish,15773.367344334401
Louisiana,Vermilion Parish,40791.49087388836
Louisiana,Vernon Parish,34389.01354454724
Louisiana,Washington Parish,33146.64274000912
Louisiana,Webster Parish,27268.616597621876
Louisiana,West Baton Rouge Parish,19466.33827019047
Louisiana,West Carroll Parish,7143.157938764232
Louisiana,West Feliciana Parish,12123.073278176205
Louisiana,Winn Parish,10342.974041444864
Maine,Androscoggin,86343.1670528181
Maine,Aroostook,53396.16074492367
Maine,Cumberland,242801.65119797483
Maine,Franklin,23626.924147728045
Maine,Hancock,45357.405641885074
Maine,Kennebec,98655.30510942165
Maine,Knox,33114.05047945249
Maine,Lincoln,28955.633220430445
Maine,Oxford,45832.99022443863
Maine,Penobscot,122309.74241481807
Maine,Piscataquis,13659.300169580685
Maine,Sagadahoc,29417.46122414981
Maine,Somerset,40176.088485263324
Maine,Waldo,31727.58385552052
Maine,Washington,24962.294907418727
Maine,York,170447.94220675807
Maryland,Allegany,51109.975731382416
Maryland,Anne Arundel,415908.00894151477
Maryland,Baltimore,610622.7977282531
Maryland,Calvert,64686.647312555506
Maryland,Caroline,23140.354115109738
Maryland,Carroll,123169.57837526959
Maryland,Cecil,73387.53720133632
Maryland,Charles,115525.74628324946
Maryland,Dorchester,23469.601625576182
Maryland,Frederick,189394.84217025415
Maryland,Garrett,21282.522594832324
Maryland,Harford,184514.50026303547
Maryland,Howard,229046.82212881127
Maryland,Kent,14742.262490802215
Maryland,Montgomery,747071.7216780141
Maryland,Prince George's,689549.171857741
Maryland,Queen Anne's,35668.176286209666
Maryland,St. Mary's,78773.15091132067
Maryland,Somerset,18588.347675392226
Maryland,Talbot,27983.30226075189
Maryland,Washington,110487.62094303717
Maryland,Wicomico,73824.40578170592
Maryland,Worcester,39513.34942783439
Maryland,Baltimore city,430210.6667230515
Massachusetts,Barnstable,178880.42506860744
Massachusetts,Berkshire,97301.38586805384
Massachusetts,Bristol,420923.6372245732
Massachusetts,Dukes,15748.775374511448
Massachusetts,Essex,584021.5675338617
Massachusetts,Franklin,53585.5704673282
Massachusetts,Hampden,334859.91984463355
Massachusetts,Hampshire,126141.48456036269
Massachusetts,Middlesex,1197254.146992914
Massachusetts,Nantucket,10527.738737709406
Massachusetts,Norfolk,526146.3445181958
Massachusetts,Plymouth,382326.78897150286
Massachusetts,Suffolk,610854.9071627673
Massachusetts,Worcester,622974.7476642213
Michigan,Alcona,8461.56745777846
Michigan,Alger,7138.758079672067
Michigan,Allegan,87670.8942074212
Michigan,Alpena,22579.84768038172
Michigan,Antrim,18527.005314537262
Michigan,Arenac,11824.707181956137
Michigan,Baraga,6441.381416957529
Michigan,Barry,46268.59140216373
Michigan,Bay,79826.12619135587
Michigan,Benzie,14233.390538319554
Michigan,Berrien,116133.83827353643
Michigan,Branch,32621.304221366296
Michigan,Calhoun,99423.65744205465
Michigan,Cass,38862.201838451285
Michigan,Charlevoix,20388.91467124829
Michigan,Cheboygan,20251.741545019708
Michigan,Chippewa,28706.594234381384
Michigan,Clare,23679.151195472314
Michigan,Clinton,58706.26101530912
Michigan,Crawford,10218.918277713858
Michigan,Delta,28500.354918723027
Michigan,Dickinson,19948.617713633474
Michigan,Eaton,82474.62270546156
Michigan,Emmet,26719.98203564437
Michigan,Genesee,303036.53939681844
Michigan,Gladwin,19738.541387451238
Michigan,Gogebic,11517.746340046024
Michigan,Grand Traverse,73305.12680602791
Michigan,Gratiot,31349.335232701265
Michigan,Hillsdale,34145.5566519762
Michigan,Houghton,28646.161318630333
Michigan,Huron,24413.93871079465
Michigan,Ingham,218855.40626086286
Michigan,Ionia,50173.70886283895
Michigan,Iosco,20054.135503040074
Michigan,Iron,9214.580773089207
Michigan,Isabella,49907.9958840605
Michigan,Jackson,121201.5699229462
Michigan,Kalamazoo,196002.17158065495
Michigan,Kalkaska,13743.212443894343
Michigan,Kent,481885.3554304839
Michigan,Keweenaw,1657.5885463146105
Michigan,Lake,9777.66206746807
Michigan,Lapeer,67305.96085194714
Michigan,Leelanau,17843.05818865629
Michigan,Lenawee,75318.59807843206
Michigan,Livingston,146101.84971764218
Michigan,Luce,4091.2124710832254
Michigan,Mackinac,8694.665847103952
Michigan,Macomb,672629.8633407971
Michigan,Manistee,19909.28835576374
Michigan,Marquette,51721.94260922308
Michigan,Mason,22321.808722651032
Michigan,Mecosta,30452.434022745154
Michigan,Menominee,18373.524893582206
Michigan,Midland,62727.448044331606
Michigan,Missaukee,11158.026603432609
Michigan,Monroe,117036.49499927835
Michigan,Montcalm,50179.46437862476
Michigan,Montmorency,7448.5966794750875
Michigan,Muskegon,130749.01135898169
Michigan,Newaygo,37169.12094479081
Michigan,Oakland,972107.5754767202
Michigan,Oceana,19781.707755844847
Michigan,Ogemaw,16226.71750547335
Michigan,Ontonagon,4937.273291597975
Michigan,Osceola,16810.902357733536
Michigan,Oscoda,6456.729459053035
Michigan,Otsego,19092.964366809032
Michigan,Ottawa,216856.32377792324
Michigan,Presque Isle,10537.3901511956
Michigan,Roscommon,19317.429482455802
Michigan,Saginaw,142548.77797253264
Michigan,St. Clair,122280.72913278644
Michigan,St. Joseph,44113.15074037615
Michigan,Sanilac,30612.629212116994
Michigan,Schoolcraft,6379.989248575506
Michigan,Shiawassee,51684.53175661529
Michigan,Tuscola,40243.52562704679
Michigan,Van Buren,55833.29938555666
Michigan,Washtenaw,291548.5298883325
Michigan,Wayne,1320426.594571066
Michigan,Wexford,24838.88762631396
Minnesota,Aitkin,12259.250488896685
Minnesota,Anoka,259363.00132846527
Minnesota,Becker,25146.794619544402
Minnesota,Beltrami,32708.891744811346
Minnesota,Benton,29115.01449162167
Minnesota,Big Stone,3832.779326550099
Minnesota,Blue Earth,51796.60307070281
Minnesota,Brown,19102.76027539448
Minnesota,Carlton,26409.965818454042
Minnesota,Carver,73260.16729938336
Minnesota,Cass,22422.934759498003
Minnesota,Chippewa,9022.785786403705
Minnesota,Chisago,40979.230056064116
Minnesota,Clay,45931.27500190123
Minnesota,Clearwater,6035.569310054475
Minnesota,Cook,4429.093950607218
Minnesota,Cottonwood,8247.764886998237
Minnesota,Crow Wing,48911.90756284289
Minnesota,Dakota,312931.61820314854
Minnesota,Dodge,14427.23977667533
Minnesota,Douglas,28762.30473764467
Minnesota,Faribault,10223.880068613393
Minnesota,Fillmore,15153.351590195985
Minnesota,Freeborn,22598.819356814533
Minnesota,Goodhue,34707.58035068103
Minnesota,Grant,4378.30374603453
Minnesota,Hennepin,948827.8011312395
Minnesota,Houston,13766.026557886442
Minnesota,Hubbard,15570.01937956082
Minnesota,Isanti,29362.381599077544
Minnesota,Itasca,33392.678387854765
Minnesota,Jackson,7266.7614912702
Minnesota,Kanabec,11797.435851022796
Minnesota,Kandiyohi,30905.839482480907
Minnesota,Kittson,3117.0136658127676
Minnesota,Koochiching,9246.63891026111
Minnesota,Lac qui Parle,4959.569420588631
Minnesota,Lake,8318.306837793638
Minnesota,Lake of the Woods,2883.754948515976
Minnesota,Le Sueur,20542.75663096459
Minnesota,Lincoln,4063.2163658150744
Minnesota,Lyon,17739.889786027343
Minnesota,McLeod,26800.29794618859
Minnesota,Mahnomen,3627.7373895714677
Minnesota,Marshall,6492.681151208671
Minnesota,Martin,14741.386597550847
Minnesota,Meeker,16767.35142439475
Minnesota,Mille Lacs,19083.949088515707
Minnesota,Morrison,24431.96951815101
Minnesota,Mower,28044.65795821946
Minnesota,Murray,6020.520360551456
Minnesota,Nicollet,25001.007921233908
Minnesota,Nobles,15101.620826279359
Minnesota,Norman,4679.282736094906
Minnesota,Olmsted,116840.98450078185
Minnesota,Otter Tail,44240.1493014995
Minnesota,Pennington,10208.831119110373
Minnesota,Pine,21619.697079774374
Minnesota,Pipestone,6659.160155085816
Minnesota,Polk,22117.25297271793
Minnesota,Pope,8284.446701411845
Minnesota,Ramsey,401749.5776106215
Minnesota,Red Lake,2809.450760344821
Minnesota,Redwood,10836.18420151747
Minnesota,Renville,10673.467435016079
Minnesota,Rice,49102.84110966245
Minnesota,Rock,6825.639158962961
Minnesota,Roseau,10968.803069012823
Minnesota,St. Louis,152440.21510951675
Minnesota,Scott,103529.24810601778
Minnesota,Sherburne,67261.2798037425
Minnesota,Sibley,10725.198198932707
Minnesota,Stearns,113717.38691956151
Minnesota,Steele,26397.73854698284
Minnesota,Stevens,6987.415366120414
Minnesota,Swift,7092.758012641545
Minnesota,Todd,17759.641532250054
Minnesota,Traverse,2472.7305152147756
Minnesota,Wabasha,15747.785095565228
Minnesota,Wadena,9960.523452310565
Minnesota,Waseca,13687.96013233953
Minnesota,Washington,189867.89308286842
Minnesota,Watonwan,7915.747438587885
Minnesota,Wilkin,4678.342176750967
Minnesota,Winona,37981.667426931555
Minnesota,Wright,95362.37132259828
Minnesota,Yellow Medicine,6912.17061860532
Mississippi,Adams,22728.440317064225
Mississippi,Alcorn,25953.003976464108
Mississippi,Amite,9891.044729956673
Mississippi,Attala,13034.462988700596
Mississippi,Benton,5871.449347463294
Mississippi,Bolivar,22857.88655144397
Mississippi,Calhoun,10077.485948130483
Mississippi,Carroll,7845.987430091621
Mississippi,Chickasaw,12772.672469917681
Mississippi,Choctaw,6227.9095003448265
Mississippi,Claiborne,6977.538439737968
Mississippi,Clarke,11618.282543919222
Mississippi,Clay,14117.367680787853
Mississippi,Coahoma,15374.155374280735
Mississippi,Copiah,21315.15792230628
Mississippi,Covington,13645.951543643712
Mississippi,DeSoto,133323.825311089
Mississippi,Forrest,59139.54081140224
Mississippi,Franklin,5862.755197393012
Mississippi,George,17632.70235920492
Mississippi,Greene,10456.164484524958
Mississippi,Grenada,16129.580413720732
Mississippi,Hancock,34971.73564936923
Mississippi,Harrison,154043.91696191826
Mississippi,Hinds,171395.50846885075
Mississippi,Holmes,12539.862451369037
Mississippi,Humphreys,5672.4499125213
Mississippi,Issaquena,1117.6812923683829
Mississippi,Itawamba,17899.322961360213
Mississippi,Jackson,105948.84478979667
Mississippi,Jasper,12276.139899237172
Mississippi,Jefferson,5388.441010225444
Mississippi,Jefferson Davis,8659.373470000159
Mississippi,Jones,49050.46266317805
Mississippi,Kemper,6925.373539316281
Mississippi,Lafayette,44106.38932321143
Mississippi,Lamar,46062.573089024714
Mississippi,Lauderdale,53704.73100080196
Mississippi,Lawrence,8734.722770609264
Mississippi,Leake,15304.602173718486
Mississippi,Lee,61531.39809740407
Mississippi,Leflore,20272.825930547002
Mississippi,Lincoln,25612.96610704866
Mississippi,Lowndes,44099.6272064901
Mississippi,Madison,80141.7093311784
Mississippi,Marion,18034.565295786808
Mississippi,Marshall,26233.14881206206
Mississippi,Monroe,25723.092007938892
Mississippi,Montgomery,7477.93507711638
Mississippi,Neshoba,20497.90781569984
Mississippi,Newton,15595.373192735671
Mississippi,Noxubee,7539.7601442828245
Mississippi,Oktibbeha,41331.98943411722
Mississippi,Panola,24280.829112946674
Mississippi,Pearl River,41864.26462175333
Mississippi,Perry,8704.776253700516
Mississippi,Pike,29633.527506216516
Mississippi,Pontotoc,22494.66428184111
Mississippi,Prentiss,18765.839918364913
Mississippi,Quitman,4718.991454813786
Mississippi,Rankin,116221.46610617124
Mississippi,Scott,19611.10450853115
Mississippi,Sharkey,2819.802672794563
Mississippi,Simpson,19058.54297073105
Mississippi,Smith,10650.333836094573
Mississippi,Stone,13808.24234495563
Mississippi,Sunflower,19760.837093074882
Mississippi,Tallahatchie,9817.62746269652
Mississippi,Tate,20974.154036216358
Mississippi,Tippah,16155.662863931577
Mississippi,Tishomingo,14395.580483036854
Mississippi,Tunica,6853.888305405078
Mississippi,Union,20402.272164926744
Mississippi,Walthall,10433.946101012016
Mississippi,Warren,33145.964134610156
Mississippi,Washington,33112.1535510035
Mississippi,Wayne,14521.162650718696
Mississippi,Webster,7362.013076179296
Mississippi,Wilkinson,6645.228703718328
Mississippi,Winston,13186.12760659328
Mississippi,Yalobusha,9640.846411267468
Mississippi,Yazoo,20410.966314997026
Missouri,Adair,19641.838276331255
Missouri,Andrew,13155.039584582952
Missouri,Atchison,4001.3285403591726
Missouri,Audrain,18307.422088447558
Missouri,Barry,25522.86961947912
Missouri,Barton,8422.182170002645
Missouri,Bates,11881.104130394702
Missouri,Benton,15279.545357091312
Missouri,Bollinger,7916.25603258199
Missouri,Boone,139443.6115989085
Missouri,Buchanan,63481.73010071753
Missouri,Butler,31006.45614119975
Missouri,Caldwell,6502.1588780836555
Missouri,Callaway,33348.88455734092
Missouri,Camden,33548.56697970049
Missouri,Cape Girardeau,61724.908788611654
Missouri,Carroll,6392.717550444273
Missouri,Carter,3908.2074107011017
Missouri,Cass,78387.8309275306
Missouri,Cedar,10215.48392465498
Missouri,Chariton,5520.066964267093
Missouri,Christian,63054.52491826555
Missouri,Clark,4862.458986784839
